office_id,name,company_type,company,postcode,municipality,address_1,address_2,tel,fax,hp_address,office_no,manager_name,founding_day,traffic,home_helper_00,home_helper_01,home_helper_10,home_helper_11,clerk_00,clerk_01,clerk_10,clerk_11,otherwork_00,otherwork_01,otherwork_10,otherwork_11,l_care_worker_00,l_care_worker_01,l_care_worker_10,l_care_worker_11,l_practical_training_00,l_practical_training_01,l_practical_training_10,l_practical_training_11,l_care_basis_00,l_care_basis_01,l_care_basis_10,l_care_basis_11,l_home_helper1_00,l_home_helper1_01,l_home_helper1_10,l_home_helper1_11,l_home_helper2_00,l_home_helper2_01,l_home_helper2_10,l_home_helper2_11,l_home_helper_traning_00,l_home_helper_traning_01,l_home_helper_traning_10,l_home_helper_traning_11,office_time_week,office_time_sat,office_time_sun,office_time_hol,office_time_reghol,office_time_memo,service_time_week,service_time_sat,service_time_sun,service_time_hol,service_time_memo,service_area,sub_tokuteijigyosyo_1,sub_tokuteijigyosyo_2,sub_tokuteijigyosyo_3,sub_emergency_homecare,seikatsukinoukoujyourenkei,care_staff_improved_1,care_staff_improved_2,care_staff_improved_3,jyoukoukaigo,area_outside_price,cancel_price,user_charge_cut
111,ヘルパーステーション　やさしさいっぱい,営利法人,株式会社　オアシス九州,〒810-0054,福岡市中央区,福岡県福岡市中央区今川１丁目１番１９－６０１,,092-402-2053,092-402-2054,データーなし,4071001947,大長　聖基,2008/02/01※半角で記入してください（例：2013/04/01）,地下鉄唐人町駅より、徒歩約２分,2人,1人,5人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,1人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,時分～時分,時分～時分,時分～時分,土、日、祝祭日。,その他年間の休日　（８月13日から8月15日まで・12月30日から1月3日まで）,9時00分～18時00分,時分～時分,時分～時分,,場合に応じ営業時間外又は定休日のサービス提供は可能。,福岡市全域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から片道１０キロメートル以上の場合、１キロメートル１５円。,予定日の前日午後６時までに連絡をいただいた場合にはキャンセル料は発生しません。連絡がない場合は全額の５０%をご負担いただきます。,データーなし
112,アースサポート福岡,営利法人,アースサポート株式会社,〒812-0041,福岡市博多区,福岡県福岡市博多区吉塚5丁目11番30号,,092-623-6511,092-623-6522,データーなし,4070900404,蔵田淑恵,2000/06/01※半角で記入してください（例：2013/04/01）,JR鹿児島本線「吉塚駅」東口より徒歩にて約10分、西鉄バス「東吉塚小学校停留所」下車徒歩にて約３分,2人,1人,15人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,なし,年中無休,7時00分～21時00分,7時00分～21時00分,7時00分～21時00分,,年中無休,福岡県　福岡市全域、糟屋郡、古賀市　　　※離島は除く,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,自動車にて訪問する場合は、当事業所の通常のサービス実施地域を越えた地点から5Ｋｍごとに片道35円。,＜訪問介護＞サービス実施日前日の午後5時30分まではキャンセル料不要。それ以降にご連絡をいただいた場合は、キャンセル料として1000円をご負担いただきます。＜介護予防訪問介護＞前日の午後5時30分までにご連絡の無いキャンセルが続き、一度も実績が発生しなかった月については協議のうえキャンセル料を頂くことがございます。,データーなし
113,介護２４空と海,営利法人,合同会社空と海,〒811-0215,福岡市東区,福岡県福岡市東区高美台三丁目１６番１堀コーポ高美１０２号,,092-410-7024,092-410-8024,データーなし,4070802899,中冨　賢太郎,2011/03/01※半角で記入してください（例：2013/04/01）,西鉄バス高美台三丁目バス停徒歩２分,2人,1人,4人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,2人,0人,1人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,時分～時分,日曜日、国民の祝日８月１３日～８月１５日１２月３０日～１月３日,,7時00分～20時00分,7時00分～20時00分,7時00分～20時00分,,6：00～7：00、20：00～6：00のご利用につきましては、ご相談下さい。,福岡市その他の地域につきましては、ご相談下さい。,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常の事業の実施地域を越えて行う指定訪問介護の際、交通費は、その実費を徴収致します。自動車を使用した場合の交通費は、登録訪問介護員の居住拠点より算出するものと致します。尚、その費用の支払いを受ける場合には、ご利用者様又はその家族に対して事前に了承を取り、その支払いに同意する旨の契約書に署名及び捺印を受けることとする。,当社規定によるものとします。,データーなし
114,訪問介護　いるか,営利法人,有限会社　いるか,〒819-0054,福岡市西区,福岡県福岡市西区上山門１丁目2-41,,092-891-6722,092-891-6822,データーなし,4071201380,明石　奏美,2011/12/01※半角で記入してください（例：2013/04/01）,ＪＲ「下山門駅」より徒歩１０分　西鉄バス「下山門小学校前」より徒歩５分,13人,0人,51人,0人,2人,0人,2人,0人,0人,0人,0人,0人,11人,4人,0人,0人,0人,0人,0人,0人,2人,2人,0人,0人,0人,0人,0人,0人,1人,0人,1人,0人,0人,0人,0人,0人,9時00分～18時00分,時分～時分,時分～時分,時分～時分,土曜日、日曜日、祝日,,0時00分～23時59分,0時00分～23時59分,0時00分～23時59分,,,福岡市西区、早良区、城南区、南区、中央区、糸島市前原地域,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から片道３００円負担　車を使用の場合事業所からおおむね５キロ未満は片道３００円、５キロ以上は片道５００円負担,ホームヘルパー訪問後のキャンセル→一律1000円（病状急変時は除く）,データーなし
115,有限会社　とみとみ,営利法人,有限会社　とみとみ,〒815-0075,福岡市南区,福岡市南区長丘２丁目３－２５－３０１,,092-552-4974,092-552-4974,データーなし,4071102216,久冨　かな子,2006/05/01※半角で記入してください（例：2013/04/01）,バス,2人,0人,6人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～17時00分,0時分～0時分,0時分～0時分,0時分～0時分,土、日、祝日,年末年始休業,7時00分～21時00分,7時00分～21時00分,7時00分～21時00分,,年末年始休業,福岡市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常の事業の実施地域を越えて行う指定訪問介護に要した交通費は、その実費を徴収する。なお、自動車を使用した場合の交通費は、次の額を徴収する。　(1)事業所から、片道おおむね１０キロメートル未満　４００円　　(2)事業所から、片道おおむね１０キロメートル以上　６００円,,データーなし
116,エフコープ介護サービス福岡西,生協,エフコープ生活協同組合,〒819-0025,福岡市西区,福岡県福岡市西区石丸３丁目１番１０号　ラインハイト清澄１階　１０３号,,092-892-7775,092-892-8899,データーなし,4071200960,井手　貴子,2004/03/01※半角で記入してください（例：2013/04/01）,福岡市営地下鉄姪浜駅からバスで10分,6人,1人,33人,3人,0人,0人,0人,1人,0人,0人,0人,0人,5人,5人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,10時00分～17時00分,10時00分～17時00分,0時分～0時分,10時00分～17時00分,日曜　　1/1～1/3,,8時00分～20時00分,8時00分～20時00分,8時00分～20時00分,,地域によっては、ヘルパー手配が困難な場合もあります。また、早朝や夜間の時間帯、離島にお住まいの場合などは料金加算となります。,福岡市（西区、早良区、城南区、中央区）、糸島市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常の事業の実施範囲を超えて行う指定居宅介護支援に要した交通費は、その実費を徴収する。なお自動車を使用した場合の交通費は、事業実施地域はずれより1キロ当たり20円を徴収する。,法定の介護給付費の50％,データーなし
117,医療法人社団江頭会　さくら病院　ヘルパーステーションさくら,医療法人,医療法人社団江頭会　さくら病院,〒814-0142,福岡市城南区,福岡市城南区片江4丁目16-25,,092-801-8013,092-864-5800,データーなし,4071300125,中野　美保子,1999/12/01※半角で記入してください（例：2013/04/01）,●地下鉄七隈線：福大前下車1番出口より徒歩10分●車・・・天神より30分●バス（西鉄長野バス停下車）　　・天神方面より・・・・12，14，61114140番　　　　　　　　　　　　　　　　　　　　　　・西新、飯倉方面より・・・95番　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　・博多方面より・・・12161864114140番　　　　　　　　　　　　　　　　　・桧原、片江方面より・・・12，14，16，18，61，64，95番,1人,0人,5人,0人,0人,0人,0人,1人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時45分～17時15分,8時45分～17時15分,時分～時分,時分～時分,8月15日、12月30日午後から1月3日,,6時00分～22時00分,6時00分～22時00分,6時00分～22時00分,,,福岡市城南区、中央区、早良区、南区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,片道1キロごとに100円,1.サービス利用日の前営業日の17時までにご連絡をいただいた場合・・・無料　　　　　　　　　2.サービス利用日の前営業日の17時までにご連絡をいただかない場合・・・介護報酬の地域加算後の金額（5割）　　　　　　　　　　　　　　　　　　　　　　　　　　※利用者様の容態の急変等、緊急且つやむを得ない場合は、キャンセル料はいただきません。,データーなし
118,ケアセンターやしの実,営利法人,株式会社インターアジア,〒812-0878,福岡市博多区,福岡市博多区竹丘町１－１－２４,,092-404-2326,092-404-2326,データーなし,4070902475,宮田公英,2009/02/01※半角で記入してください（例：2013/04/01）,西鉄天神大牟田線雑餉隈駅下車徒歩５分、ＪＲ南福岡駅下車徒歩３分,1人,2人,0人,3人,0人,0人,0人,0人,0人,1人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,時分～時分,9時00分～18時00分,日曜日8月13日～15日、12月29日～1月3日,,9時00分～18時00分,9時00分～18時00分,時分～時分,,電話等により、２４時間常時連絡が可。,福岡市、大野城市、春日市、筑紫野市、太宰府市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,交通費８００円（一律）,利用日の前日１７時までに連絡があった場合は無料。それ以降は利用料自己負担分の１００％をキャンセル料としていただきます。,データーなし
119,福岡大橋ヘルパーセンター,営利法人,株式会社　エルダーサービス,〒815-0033,福岡市南区,福岡市南区大橋2-6-25　グランレーヴ大橋,,092-542-3380,092-554-2712,データーなし,4071101945,野田　敬子,2005/07/01※半角で記入してください（例：2013/04/01）,西鉄バス・大橋団地バス停前下車,0人,1人,7人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,なし,,0時00分～23時59分,0時00分～23時59分,0時00分～23時59分,,,福岡市内（博多区・中央区・南区・城南区）　大野城市　春日市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,実施地域を越えて行う指定訪問介護、及び指定介護予防訪問介護に要した交通費はその実費を徴収をする。　なお、自動車を使用した場合の交通費は次の額を徴収する。　　　　　　　　　　　　　　　　　　　　　　(1)事業所から片道おおむね10km未満500円　　　　　　　　　　　　　　　　　　　　　　　　　　　　　(2)事業所から片道おおむね10km以上800円,ご利用者様の都合によりサービスを中止する場合、当日まで連絡がなかった時はキャンセル料として800円を徴収します。（ご不在の場合も含みます。）ただし、ご利用者様の病状急変など、緊急でやむを得ない事情がある時は不要です。,データーなし
120,訪問介護ハッピーすまいる東,営利法人,株式会社エルエス,〒811-0212,福岡市東区,福岡県福岡市東区美和台４丁目７－４,,092-606-9000,092-606-9003,データーなし,4070802550,田中　邦伸,2008/12/01※半角で記入してください（例：2013/04/01）,西鉄宮地丘線三苫駅より約１００ｍ（徒歩約３分）,1人,0人,8人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,9時00分～17時30分,9時00分～17時30分,9時00分～17時30分,9時00分～17時30分,年中無休,,6時00分～22時00分,6時00分～22時00分,6時00分～22時00分,,訪問介護サービス計画等により、対応時間外であってもサービスを提供する場合があります。,福岡市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,公共交通機関使用の際は実費。車使用の際は１キロあたり１６円。,サービス利用日前営業日の１７時までにご連絡いただいた場合は無料。サービス利用日前営業日の１７時までにご連絡いただかない場合は基本料金の１００％。但し、お客様の体調不良等やむをえない場合にはキャンセル料はいただきません。,データーなし
121,ニチイケアセンター博多,営利法人,株式会社 ニチイ学館,〒812-0041,福岡市博多区,福岡県福岡市博多区吉塚4-13-13 ファーストビル１０３,,092-626-5567,092-623-3302,データーなし,4070900461,寺田　恵美子,2000/03/01※半角で記入してください（例：2013/04/01）,西鉄バス豊1丁目バス停 徒歩５分,2人,1人,16人,0人,0人,1人,0人,0人,0人,0人,0人,0人,1人,1人,1人,1人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,9時00分～18時00分,0時分～0時分,0時分～0時分,0時分～0時分,土曜、日曜、祝日、年末年始12月30日～1月3日,,6時00分～22時00分,6時00分～22時00分,6時00分～22時00分,,,福岡市、粕屋郡,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,公共交通機関：実費   自動車：1キロあたり16円,1．サービス利用日の前営業日の17時までのご連絡・・・無料2．サービス利用日の前営業日の17時以降のご連絡・・・基本料金の1割※お客様の容態急変など、緊急且つやむを得ない場合によるキャンセルが頻繁に起こる場合については、キャンセル料を協議の上変更します。,データーなし
122,めぐみ介護センター,営利法人,有限会社　恵,〒814-0142,福岡市城南区,福岡県福岡市城南区片江4丁目21-2マイポート90-1Ｆ,,092-861-7601,092-861-7612,データーなし,4071300612,木村　陽子,2003/09/01※半角で記入してください（例：2013/04/01）,自動車,3人,0人,2人,17人,1人,0人,1人,0人,0人,0人,0人,0人,3人,3人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,9時00分～18時00分,土曜日　日曜日、,年末年始休み。休日は転送電話対応,7時00分～22時00分,7時00分～22時00分,7時00分～22時00分,,年末年始休み。日曜日は相談にてサービス利用可,福岡市内,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,地域以外の交通費　一ｋｍ１８円,キャンセル料　１０００円,データーなし
123,千代ヘルスケアサービス,営利法人,有限会社　千代ヘルスケアサービス,〒812-0044,福岡市博多区,福岡市博多区千代４丁目29-13,,092-651-1405,092-651-3068,データーなし,4070900297,広渡　征也,1999/12/01※半角で記入してください（例：2013/04/01）,西鉄バス　県庁前より　徒歩３分　　　　地下鉄貝塚線　千代県庁口徒歩４分,0人,0人,0人,5人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時30分～18時00分,8時30分～15時00分,0時分～0時分,0時分～0時分,日曜　祝日　12/30～1/3,,8時00分～21時30分,8時00分～21時30分,8時00分～21時30分,,,福岡市　春日市　筑紫野市　前原市　宗像市　粕屋郡　飯塚市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所より　往復　10km以内　　無料　　　10km～20km　300円　　　20km以上　500円,緊急やむを得ない事情がある場合はキャンセル料は不要です。　　　　　　　　　　　　　　　　　　　　　　　サービス利用日の前日まで　　　利用者負担金の50%　　　　　　　　　　　　　　　　　　　　　　　　　　サービス利用日の当日　利用者負担金の100％,データーなし
124,合同会社ＲＦＹＬケア,営利法人,合同会社ＲＦＹＬケア,〒811-1346,福岡市南区,福岡県福岡市南区老司2-5-28,尾籠ビル101,092-565-5151,092-565-5151,データーなし,4071104121,古賀砂織,2014/01/01※半角で記入してください（例：2013/04/01）,西鉄那珂川営業所より大橋駅行きのバスに乗り老司2丁目で降りる　ＴＵＴＡＹＡがある道路を挟んで向かいのビルの1階,2人,0人,4人,0人,0人,0人,0人,0人,0人,0人,1人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,09時00分～18時00分,時分～時分,時分～時分,時分～時分,土曜　日曜　祝日,8月13日～8月15日まで及び12月31日～1月3日は定休日,00時00分～24時00分,00時00分～24時00分,00時00分～24時00分,,,福岡市内及び筑紫郡那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,1・実施地域を超えて行う指定訪問介護に要した交通費は、その実費を徴収する。2・実費費用の支払いを受ける場合には、利用者又はその家族に対して事前に文書で説明した上で、支払いに同意する旨の文章に署名(記名押印)を受けることとする。3・事業所が利用者又はその家族から費用の支払いを受けた時は、サービスの内容・金額を記載した領収書(法定代理受領サービスに該当しない場合、サービス提供証明書)を利用者又はその家族に交付することとする。,キャンセルの連絡がなく訪問介護員等が訪問し、サービスを提供できなかった場合は基本料金の100％を頂きます。ただし、利用者様の容態の急変やその他やむを得ない事情がある場合は、キャンセル料は不要です。,データーなし
125,エリーゼホームヘルプ,営利法人,日本総合介護株式会社,〒811-1345,福岡市南区,福岡県福岡市南区向新町２丁目９－２１,,092-566-2000,092-566-0033,データーなし,4071103453,塩塚　陽子,2011/08/01※半角で記入してください（例：2013/04/01）,都市高速野多目ランプより車で約２分、西鉄大牟田線大橋駅から那珂川営業所方面行きのバス乗車、那珂川病院前バス停下車徒歩約３分、ＪＲ博多駅から車で約１５分,1人,7人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,3人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,4人,0人,0人,0人,0人,0人,7時00分～19時00分,7時00分～19時00分,7時00分～19時00分,7時00分～19時00分,なし,時間外のサービスも承ります。,7時00分～19時00分,7時00分～19時00分,7時00分～19時00分,,時間外のサービスも承ります。,福岡市、春日市、那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常の実施区域以外から片道１０ｋｍ未満・・・無料、通常の実施区域以外から片道１０ｋｍ以上・・・３００円　　　　　　　　　　　　　　　　　　　　運営規程に定めるとおり,,データーなし
126,株式会社アイネック　あした葉ホームヘルプセンター,営利法人,株式会社　アイネック,〒819-0001,福岡市西区,福岡県福岡市西区小戸3丁目１４－１９,,092-895-3087,092-895-3206,データーなし,4071200721,西川　庸子,2008/09/01※半角で記入してください（例：2013/04/01）,地下鉄姪浜駅より徒歩約１5分。小戸バス停より約５分。,2人,2人,11人,4人,0人,1人,0人,0人,0人,0人,0人,0人,2人,2人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,2人,1人,0人,0人,0人,0人,0人,8時30分～17時30分,0時分～0時分,0時分～0時分,0時分～0時分,土・日曜日　祝日　８月１３日～１５日　１２月３０日～１月３日,休日中も転送電話にて随時対応,7時00分～20時00分,7時00分～20時00分,7時00分～20時00分,,元旦のみ休み,福岡市　西区　早良区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,通常提供地域の場合は無料、その他の地域は４００円。離島は実費を頂きます。,前日までに連絡頂いた場合は無料、当日の１時間前までの連絡は１０００円、以降はサービス１時間分の料金を頂いています。(ご利用者様が急病・入院などのやむを得ない理由がある場合は頂きません。),データーなし
127,ケアセンター　美・ホーム,営利法人,有限会社　クリンジャパン,〒819-0041,福岡市西区,福岡市西区拾六町２丁目１７番２号,,092-891-2307,092-891-2295,データーなし,4071200366,石原典子,2000/02/01※半角で記入してください（例：2013/04/01）,西鉄バス　壱岐中学前,3人,0人,15人,0人,0人,1人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,0時0分～0時0分,8時30分～17時30分,日曜、12/3031　1/123,24時間電話相談対応,8時30分～17時30分,8時30分～17時30分,0時0分～0時0分,,24時間電話相談対応,福岡市西区、早良区、城南区、糸島市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,事業所から、片道おおむね10キロ未満　300円事業所から、片道おおむね10キロ以上　500円,,データーなし
128,みどりの風ヘルパーステーション　長尾,その他法人,総合ケアネットワーク株式会社,〒814-0123,福岡市城南区,福岡市城南区長尾４丁目3-26,,092-863-3120,092-863-3118,データーなし,4071301693,中澤　ゆかり,2013/7/1※半角で記入してください（例：2013/04/01）,西鉄バス島廻り橋バス停より徒歩６分、長尾公園バス停より徒歩２分、長丘５丁目バス停より徒歩６分,4人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,2人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,時分～時分,時分～時分,時分～時分,土曜日・日曜日,その他年間休日　8/13～8/15　　12/29～1/3,0時00分～24時00分,時分～時分,時分～時分,,２４時間,福岡市（中央区、博多区、西区、東区、南区、城南区、早良区）、春日市、筑紫郡,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,算定なし,,データーなし
129,ケアステーション　にしこう,営利法人,株式会社　西興,〒815-0032,福岡市南区,福岡県福岡市南区塩原３丁目２４－１３,,092-541-6210,092-541-6205,データーなし,4071100830,斉藤　敦子,2003/07/01※半角で記入してください（例：2013/04/01）,南区役所バス停　区役所駐車場隣,22人,0人,40人,0人,1人,0人,2人,0人,0人,0人,0人,0人,13人,10人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,8人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,0時分～0時分,9時00分～18時00分,日曜,２４時間対応8/13～8/15、12/29～1/3　（年事休暇）,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,２４時間,福岡市、春日市、糟屋郡、那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,なし,事前の連絡なしに、サービス訪問時に外出されていた場合　１０００円　　　　　事前の連絡なしに、サービス訪問の際にキャンセルされた場合　１０００円　　　　　　　　　　　（急な体調の変化による場合はこの限りではない）,データーなし
130,株式会社　スマイルケア,営利法人,株式会社　スマイルケア,〒811-1345,福岡市南区,福岡県福岡市南区向新町2丁目10番8-303,,092-567-7575,092-567-7576,データーなし,4071101663,三浦　叔子,2010/09/01※半角で記入してください（例：2013/04/01）,西鉄大牟田線大橋駅下車　西鉄バス那珂川病院前下車,4人,0人,37人,3人,1人,0人,1人,0人,0人,0人,0人,0人,3人,3人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,2人,1人,9時00分～18時00分,9時00分～18時00分,0時分～0時分,9時00分～18時00分,日曜・12月31日から翌年1月2日,,6時00分～23時59分,6時00分～23時59分,6時00分～23時59分,,,福岡市南区・城南区・博多区・早良区・春日市・那珂川町,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,お客様のご希望により、事業者が設定しています通常の事業の実施地域（サービス提供地域）以外の地域のお住まいにおいてサービスを利用される場合は、所定の交通費（実費相当）をご負担いただきます。,サービス利用予定日の前日の午後6時以降は、基本料金（サービス提供費用）の10%を申し受けることがあります。,データーなし
131,在宅ケアふくおか,営利法人,有限会社　在宅ケアふくおか,〒814-0002,福岡市早良区,福岡県福岡市早良区西新５丁目１５番２８,ﾆｭｰｴｲﾄ西新　203号,092-831-1673,092-831-1673,データーなし,4071400883,大金　初美,2002/10/01※半角で記入してください（例：2013/04/01）,福岡市営地下鉄「西新駅」「藤崎駅」下車、徒歩７分。西鉄バス「防塁前」下車、徒歩３分。,6人,1人,6人,0人,0人,0人,0人,1人,0人,0人,0人,0人,4人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,9時00分～18時00分,9時00分～18時00分,0時分～0時分,0時分～0時分,日曜、祝日、１月１～３日、８月１３～１５日、１２月３１日,,8時00分～20時00分,8時00分～20時00分,8時00分～20時00分,,,福岡市中央区、城南区、早良区、西区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,利用者宅までの公共交通機関を利用した実費,キャンセル料は基本徴収しない。,データーなし
132,ヘルパーステーションよつば,営利法人,株式会社ジェニュイン,〒813-0001,福岡市東区,唐原３丁目６番１６号,コンフォートよつば,092-674-3268,092-674-3270,データーなし,4070803764,丸田　孝子,2013/10/01※半角で記入してください（例：2013/04/01）,JR九州　鹿児島本線　九産大前駅より徒歩８分西鉄バス　和白・新宮方面　大名（おおな）バス停　徒歩３分西鉄宮地岳線　唐原駅　徒歩７分,1人,2人,3人,0人,0人,1人,0人,0人,0人,0人,0人,0人,1人,1人,2人,1人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,8時30分～17時30分,,,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,,福岡市東区,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,現状対応無し,中止をする場合は、すみやかに連絡。ヘルパーが出向いた後の中止は￥500,データーなし
133,介護３６５ありがとう合同会社,営利法人,介護３６５ありがとう合同会社,〒812-0882,福岡市博多区,福岡県福岡市博多区麦野四丁目３８番１１号,,092-586-5642,092-586-5643,データーなし,4070902723,南　初美,2010/10/01※半角で記入してください（例：2013/04/01）,西鉄雑餉隈駅より徒歩１分ＪＲ南福岡駅より徒歩５分,2人,0人,3人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,1人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,0人,1人,0人,0人,1人,0人,0人,0人,0人,0人,0人,0人,8時30分～17時30分,8時30分～17時30分,時分～時分,時分～時分,日曜日・年末年始,,0時00分～24時00分,0時00分～24時00分,0時00分～24時00分,,,福岡市内・春日市・筑紫郡那珂川町・大野城市,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,データーなし,当事業所よりかかった費用の実費,サービス利用日の前日までは無料サービス利用日の当日キャンセルは基本料金の1.000円,データーなし
